gene_id	utrname1	gene_symbol	gs_id
6910	NM_080717	TBX5	4371
6910	NM_000192	TBX5	4371
6910	NM_181486	TBX5	4371
6913	NM_152380	TBX15	2955
6915	NM_001060	TBXA2R	6187
6915	NM_201636	TBXA2R	6187
6916	NM_001166253	TBXAS1	3400
6916	NM_001166254	TBXAS1	3400
6916	NM_001130966	TBXAS1	3400
6916	NM_001061	TBXAS1	3400
6916	NM_001314028	TBXAS1	3400
6916	NM_030984	TBXAS1	3400
6917	NR_109901	TCEA1	5453
6917	NM_201437	TCEA1	5453
6917	NR_109902	TCEA1	5453
6917	NM_006756	TCEA1	5453
6919	NM_198723	TCEA2	11742
6919	NM_003195	TCEA2	11742
6920	NM_003196	TCEA3	3312
6921	NM_005648	ELOC	13175
6921	NM_001204859	ELOC	13175
6921	NM_001204862	ELOC	13175
6921	NM_001204857	ELOC	13175
6921	NM_001204864	ELOC	13175
6921	NM_001204863	ELOC	13175
6921	NM_001204860	ELOC	13175
6921	NM_001204858	ELOC	13175
6921	NM_001204861	ELOC	13175
6923	NM_007108	ELOB	5848
6923	NM_207013	ELOB	5848
6924	NM_003198	ELOA	7469
6925	NM_001243234	TCF4	1840
6925	NM_001243227	TCF4	1840
6925	NM_001243232	TCF4	1840
6925	NM_001243233	TCF4	1840
6925	NM_001243236	TCF4	1840
6925	NM_001306208	TCF4	1840
6925	NM_001243226	TCF4	1840
6925	NM_001243231	TCF4	1840
6925	NM_001243235	TCF4	1840
6925	NM_001306207	TCF4	1840
6925	NM_001243230	TCF4	1840
6925	NM_001083962	TCF4	1840
6925	NM_001243228	TCF4	1840
6925	NM_003199	TCF4	1840
6926	NM_005996	TBX3	6161
6926	NM_016569	TBX3	6161
6927	NM_000545	HNF1A	11165
6927	NM_001306179	HNF1A	11165
6928	NM_001165923	HNF1B	7360
6928	NM_000458	HNF1B	7360
6928	NM_001165923	HNF1B	7360
6928	NM_001304286	HNF1B	7360
6928	NM_001304286	HNF1B	7360
6928	NM_000458	HNF1B	7360
6929	NM_003200	TCF3	2218
6929	NM_001136139	TCF3	2218
6932	NM_213648	TCF7	7452
6932	NM_201634	TCF7	7452
6932	NM_003202	TCF7	7452
6932	NM_201632	TCF7	7452
6932	NM_001134851	TCF7	7452
6934	NM_001198529	TCF7L2	10932
6934	NM_001198530	TCF7L2	10932
6934	NM_001146286	TCF7L2	10932
6934	NM_030756	TCF7L2	10932
6934	NM_001198531	TCF7L2	10932
6934	NM_001198526	TCF7L2	10932
6934	NM_001198528	TCF7L2	10932
6934	NM_001146283	TCF7L2	10932
6934	NM_001198525	TCF7L2	10932
6934	NM_001198527	TCF7L2	10932
6934	NM_001146284	TCF7L2	10932
6934	NM_001146285	TCF7L2	10932
6934	NM_001146274	TCF7L2	10932
6935	NM_001174094	ZEB1	125
6935	NM_001323663	ZEB1	125
6935	NM_001323664	ZEB1	125
6935	NM_001174093	ZEB1	125
6935	NM_001323651	ZEB1	125
6935	NM_001174095	ZEB1	125
6935	NM_001323671	ZEB1	125
6935	NM_001323646	ZEB1	125
6935	NM_001323643	ZEB1	125
6935	NM_001323647	ZEB1	125
6935	NM_001323648	ZEB1	125
6935	NM_001128128	ZEB1	125
6935	NM_001323656	ZEB1	125
6935	NM_001323645	ZEB1	125
6935	NM_001323644	ZEB1	125
6935	NM_001323653	ZEB1	125
6935	NM_001323657	ZEB1	125
6935	NM_001323652	ZEB1	125
6935	NM_001323649	ZEB1	125
6935	NM_001323650	ZEB1	125
6935	NM_001323673	ZEB1	125
6935	NM_001323654	ZEB1	125
6935	NM_001323642	ZEB1	125
6935	NM_001323641	ZEB1	125
6935	NM_001323676	ZEB1	125
6935	NM_001323659	ZEB1	125
6935	NM_001323660	ZEB1	125
6935	NM_001323675	ZEB1	125
6935	NM_001323674	ZEB1	125
6935	NM_030751	ZEB1	125
6935	NM_001323655	ZEB1	125
6935	NM_001323658	ZEB1	125
6935	NM_001174096	ZEB1	125
6935	NM_001323666	ZEB1	125
6935	NM_001323661	ZEB1	125
6935	NM_001323677	ZEB1	125
6935	NM_001323678	ZEB1	125
6935	NM_001323672	ZEB1	125
6935	NM_001323662	ZEB1	125
6935	NM_001323638	ZEB1	125
6935	NM_001323665	ZEB1	125
6936	NM_001201334	GCFC2	884
6936	NM_001201335	GCFC2	884
6936	NM_003203	GCFC2	884
6938	NM_207037	TCF12	1839
6938	NM_207038	TCF12	1839
6938	NM_001322165	TCF12	1839
6938	NM_001322159	TCF12	1839
6938	NM_001322162	TCF12	1839
6938	NM_001306220	TCF12	1839
6938	NM_207040	TCF12	1839
6938	NM_001322156	TCF12	1839
6938	NM_001322157	TCF12	1839
6938	NM_001322164	TCF12	1839
6938	NM_001322154	TCF12	1839
6938	NM_003205	TCF12	1839
6938	NM_001322158	TCF12	1839
6938	NM_001322151	TCF12	1839
6938	NM_001322161	TCF12	1839
6938	NM_001322152	TCF12	1839
6938	NM_001306219	TCF12	1839
6938	NM_207036	TCF12	1839
6939	NM_004609	TCF15	12319
6940	NM_001324339	ZNF354A	10734
6940	NM_005649	ZNF354A	10734
6941	NM_001077511	TCF19	10759
6941	NM_007109	TCF19	10759
6941	NM_001318908	TCF19	10759
6941	NM_001318908	TCF19	10759
6941	NM_001077511	TCF19	10759
6941	NM_001318908	TCF19	10759
6941	NM_007109	TCF19	10759
6941	NM_007109	TCF19	10759
6941	NM_001077511	TCF19	10759
6942	NM_181492	TCF20	11279
6942	NM_005650	TCF20	11279
6943	NM_198392	TCF21	1886
6943	NM_003206	TCF21	1886
6944	NM_001271088	VPS72	10420
6944	NM_005997	VPS72	10420
6944	NM_001271087	VPS72	10420
6945	NM_198205	MLX	8270
6945	NM_198204	MLX	8270
6945	NM_170607	MLX	8270
6947	NM_001062	TCN1	8827
6948	NM_000355	TCN2	12667
6948	NM_001184726	TCN2	12667
6949	NM_001008657	TCOF1	6403
6949	NM_001135245	TCOF1	6403
6949	NM_001135244	TCOF1	6403
6949	NM_000356	TCOF1	6403
6949	NM_001195141	TCOF1	6403
6949	NM_001135243	TCOF1	6403
6950	NM_001008897	TCP1	10394
6950	NM_030752	TCP1	10394
6954	NM_001261818	TCP11	6841
6954	NM_001261820	TCP11	6841
6954	NM_001261817	TCP11	6841
6954	NM_018679	TCP11	6841
6954	NM_001261819	TCP11	6841
6954	NM_001093728	TCP11	6841
6954	NM_001261821	TCP11	6841
6975	NM_058222	TECTB	3862
6988	NM_022171	TCTA	6363
6990	NM_006520	DYNLT3	14496
6992	NM_021959	PPP1R11	7989
6992	NM_021959	PPP1R11	7989
6992	NM_021959	PPP1R11	7989
6992	NM_021959	PPP1R11	7989
6993	NM_001291602	DYNLT1	11012
6993	NM_001291603	DYNLT1	11012
6993	NM_006519	DYNLT1	11012
6996	NM_003211	TDG	672
7001	NM_005809	PRDX2	7108
7003	NM_021961	TEAD1	862
7004	NM_201443	TEAD4	8075
7004	NM_201441	TEAD4	8075
7004	NM_003213	TEAD4	8075
7005	NM_003214	TEAD3	8901
7008	NM_003216	TEF	5788
7008	NM_001145398	TEF	5788
7009	NM_001098576	TMBIM6	5479
7009	NM_003217	TMBIM6	5479
7010	NM_001290077	TEK	2093
7010	NM_001290078	TEK	2093
7010	NM_000459	TEK	2093
7011	NM_001319035	TEP1	10823
7011	NM_007110	TEP1	10823
7013	NM_017489	TERF1	1335
7013	NM_003218	TERF1	1335
7014	NM_005652	TERF2	6789
7015	NM_198253	TERT	1195
7015	NM_001193376	TERT	1195
7016	NM_006285	TESK1	8639
7016	NM_001318230	TESK1	8639
7018	NM_001063	TF	4219
7019	NM_001270782	TFAM	10299
7019	NM_003201	TFAM	10299
7020	NM_001032280	TFAP2A	7178
7020	NM_001042425	TFAP2A	7178
7020	NM_003220	TFAP2A	7178
7021	NM_003221	TFAP2B	3353
7022	NM_003222	TFAP2C	1963
7023	NM_003223	TFAP4	759
7024	NM_005653	TFCP2	5580
7024	NM_001173452	TFCP2	5580
7024	NM_001173453	TFCP2	5580
7025	NM_005654	NR2F1	11264
7026	NM_001145156	NR2F2	2019
7026	NM_001145157	NR2F2	2019
7026	NM_001145155	NR2F2	2019
7026	NM_021005	NR2F2	2019
7027	NM_007111	TFDP1	9797
7029	NM_001178138	TFDP2	5998
7029	NM_001178140	TFDP2	5998
7029	NM_001178139	TFDP2	5998
7029	NM_006286	TFDP2	5998
7029	NM_001178142	TFDP2	5998
7029	NM_001178141	TFDP2	5998
7030	NM_001282142	TFE3	3064
7030	NM_006521	TFE3	3064
7031	NM_003225	TFF1	11948
7032	NM_005423	TFF2	1894
7035	NM_006287	TFPI	4017
7035	NM_001032281	TFPI	4017
7035	NM_001318941	TFPI	4017
7037	NM_001128148	TFRC	1108
7037	NM_001313965	TFRC	1108
7037	NM_003234	TFRC	1108
7037	NM_001313966	TFRC	1108
7038	NM_003235	TG	9474
7039	NM_003236	TGFA	9555
7039	NM_001308158	TGFA	9555
7039	NM_001099691	TGFA	9555
7039	NM_001308159	TGFA	9555
7040	NM_000660	TGFB1	1860
7041	NM_015927	TGFB1I1	6486
7041	NM_001042454	TGFB1I1	6486
7041	NM_001164719	TGFB1I1	6486
7042	NM_001135599	TGFB2	700
7042	NM_003238	TGFB2	700
7043	NM_003239	TGFB3	39
7044	NM_001172425	LEFTY2	1766
7044	NM_003240	LEFTY2	1766
7045	NM_000358	TGFBI	332
7046	NM_001306210	TGFBR1	206
7046	NM_004612	TGFBR1	206
7046	NM_001130916	TGFBR1	206
7048	NM_003242	TGFBR2	324
7048	NM_001024847	TGFBR2	324
7049	NM_001195684	TGFBR3	1720
7049	NM_003243	TGFBR3	1720
7049	NM_001195683	TGFBR3	1720
7049	NR_036634	TGFBR3	1720
7050	NM_170695	TGIF1	1346
7050	NM_001278684	TGIF1	1346
7050	NM_173209	TGIF1	1346
7050	NM_001278682	TGIF1	1346
7050	NM_001278686	TGIF1	1346
7050	NM_173208	TGIF1	1346
7050	NM_174886	TGIF1	1346
7050	NM_173207	TGIF1	1346
7050	NM_003244	TGIF1	1346
7050	NM_173210	TGIF1	1346
7050	NM_173211	TGIF1	1346
7051	NM_000359	TGM1	6459
7052	NM_001323316	TGM2	2072
7052	NM_198951	TGM2	2072
7052	NM_001323317	TGM2	2072
7052	NM_001323318	TGM2	2072
7052	NM_004613	TGM2	2072
7054	NM_000360	TH	12256
7054	NM_199293	TH	12256
7054	NM_199292	TH	12256
7056	NM_000361	THBD	2962
7057	NM_003246	THBS1	349
7058	NM_003247	THBS2	12284
7059	NM_001252608	THBS3	3278
7059	NR_045553	THBS3	3278
7059	NM_001252607	THBS3	3278
7059	NM_007112	THBS3	3278
7060	NM_001306212	THBS4	14550
7060	NM_001306214	THBS4	14550
7060	NM_001306213	THBS4	14550
7060	NM_003248	THBS4	14550
7064	NM_003249	THOP1	5279
7066	NM_001289997	THPO	6571
7066	NM_001289998	THPO	6571
7066	NM_001290027	THPO	6571
7066	NM_001290003	THPO	6571
7066	NM_001177598	THPO	6571
7066	NM_001177597	THPO	6571
7066	NM_000460	THPO	6571
7066	NM_001290026	THPO	6571
7066	NM_001290028	THPO	6571
7066	NM_001290022	THPO	6571
7067	NM_001190918	THRA	1363
7067	NM_003250	THRA	1363
7067	NM_199334	THRA	1363
7067	NM_001190919	THRA	1363
7068	NM_001128177	THRB	1734
7068	NM_001252634	THRB	1734
7068	NM_000461	THRB	1734
7068	NM_001128176	THRB	1734
7070	NM_001311162	THY1	7153
7070	NM_006288	THY1	7153
7070	NM_001311160	THY1	7153
7071	NR_103760	KLF10	1316
7071	NR_103759	KLF10	1316
7071	NM_001032282	KLF10	1316
7071	NM_005655	KLF10	1316
7072	NM_022037	TIA1	270
7072	NM_022173	TIA1	270
7073	NM_001323967	TIAL1	7527
7073	NM_001323970	TIAL1	7527
7073	NM_001323968	TIAL1	7527
7073	NM_001323964	TIAL1	7527
7073	NR_136662	TIAL1	7527
7073	NM_003252	TIAL1	7527
7073	NM_001033925	TIAL1	7527
7073	NM_001323969	TIAL1	7527
7073	NR_136661	TIAL1	7527
7073	NR_136663	TIAL1	7527
7073	NM_001323965	TIAL1	7527
7074	NM_003253	TIAM1	1772
7076	NM_003254	TIMP1	2030
7077	NM_003255	TIMP2	1919
7078	NM_000362	TIMP3	185
7080	NM_001079668	NKX2-1	9472
7080	NM_003317	NKX2-1	9472
7082	NM_175610	TJP1	1355
7082	NM_001301025	TJP1	1355
7082	NM_001301026	TJP1	1355
7082	NM_003257	TJP1	1355
7082	NM_001301025	TJP1	1355
7082	NM_001301026	TJP1	1355
7082	NM_003257	TJP1	1355
7082	NM_175610	TJP1	1355
7083	NM_003258	TK1	2445
7084	NM_001172644	TK2	3385
7084	NR_073520	TK2	3385
7084	NM_001272050	TK2	3385
7084	NM_001271935	TK2	3385
7084	NM_001271934	TK2	3385
7084	NM_001172643	TK2	3385
7084	NM_004614	TK2	3385
7084	NM_001172645	TK2	3385
7086	NR_047580	TKT	7121
7086	NM_001258028	TKT	7121
7086	NM_001064	TKT	7121
7086	NM_001135055	TKT	7121
7087	NM_003259	ICAM5	6344
7088	NM_005077	TLE1	2158
7088	NM_001303103	TLE1	2158
7088	NM_001303104	TLE1	2158
7090	NM_005078	TLE3	7704
7090	NM_001282980	TLE3	7704
7090	NM_001282979	TLE3	7704
7090	NM_020908	TLE3	7704
7090	NM_001282981	TLE3	7704
7090	NM_001282982	TLE3	7704
7090	NM_001105192	TLE3	7704
7091	NM_007005	TLE4	1594
7091	NM_001282753	TLE4	1594
7091	NM_001282748	TLE4	1594
7091	NM_001282760	TLE4	1594
7091	NM_001282749	TLE4	1594
7092	NM_012464	TLL1	3180
7092	NM_001204760	TLL1	3180
7093	NM_012465	TLL2	13441
7094	NM_006289	TLN1	854
7095	NM_003262	SEC62	1600
7096	NM_003263	TLR1	4394
7097	NM_001318791	TLR2	155
7097	NM_001318795	TLR2	155
7097	NM_001318789	TLR2	155
7097	NM_001318796	TLR2	155
7097	NM_003264	TLR2	155
7097	NM_001318787	TLR2	155
7097	NM_001318790	TLR2	155
7097	NM_001318793	TLR2	155
7098	NM_003265	TLR3	6408
7099	NM_003266	TLR4	976
7099	NM_138554	TLR4	976
7099	NM_138557	TLR4	976
7100	NM_003268	TLR5	12735
7101	NM_003269	NR2E1	1429
7101	NM_001286102	NR2E1	1429
7102	NM_004615	TSPAN7	10034
7105	NM_003270	TSPAN6	5936
7105	NM_001278743	TSPAN6	5936
7105	NM_001278742	TSPAN6	5936
7105	NM_001278741	TSPAN6	5936
7105	NM_001278740	TSPAN6	5936
7106	NM_001025237	TSPAN4	1535
7106	NM_001025238	TSPAN4	1535
7106	NM_001025236	TSPAN4	1535
7106	NM_001025234	TSPAN4	1535
7106	NM_001025239	TSPAN4	1535
7106	NM_003271	TSPAN4	1535
7106	NM_001025235	TSPAN4	1535
7107	NM_003272	GPR137B	108
7108	NM_003273	TM7SF2	2581
7108	NM_001277233	TM7SF2	2581
7109	NM_003274	TRAPPC10	5773
7110	NM_007114	TMF1	8286
7111	NM_003275	TMOD1	12344
7111	NM_001166116	TMOD1	12344
7112	NM_001032283	TMPO	7284
7112	NM_003276	TMPO	7284
7112	NM_001307975	TMPO	7284
7112	NM_001032284	TMPO	7284
7114	NM_021109	TMSB4X	661
7122	NM_001130861	CLDN5	6109
7122	NM_003277	CLDN5	6109
7123	NM_001308394	CLEC3B	3535
7123	NM_003278	CLEC3B	3535
7124	NM_000594	TNF	2065
7126	NM_021137	TNFAIP1	745
7127	NM_006291	TNFAIP2	1645
7128	NM_006290	TNFAIP3	1866
7128	NM_001270507	TNFAIP3	1866
7128	NM_001270508	TNFAIP3	1866
7130	NM_007115	TNFAIP6	13707
7132	NM_001065	TNFRSF1A	11828
7133	NM_001066	TNFRSF1B	12073
7134	NM_003280	TNNC1	3160
7135	NM_003281	TNNI1	2676
7137	NM_000363	TNNI3	5209
7139	NM_001276346	TNNT2	4014
7139	NM_001001432	TNNT2	4014
7139	NM_001001431	TNNT2	4014
7139	NM_001276345	TNNT2	4014
7139	NM_001001430	TNNT2	4014
7139	NM_001276347	TNNT2	4014
7139	NM_000364	TNNT2	4014
7141	NM_003284	TNP1	7779
7142	NM_005425	TNP2	8626
7143	NM_003285	TNR	13912
7145	NM_022648	TNS1	4739
7145	NM_001308022	TNS1	4739
7145	NM_001308023	TNS1	4739
7148	NM_032470	TNXB	9639
7148	NM_019105	TNXB	9639
7148	NM_032470	TNXB	9639
7148	NM_019105	TNXB	9639
7150	NM_003286	TOP1	7241
7153	NM_001067	TOP2A	2530
7155	NM_001068	TOP2B	8815
7156	NM_004618	TOP3A	11120
7156	NM_001320759	TOP3A	11120
7157	NM_001276760	TP53	178
7157	NM_001126116	TP53	178
7157	NM_001126118	TP53	178
7157	NM_000546	TP53	178
7157	NM_001126114	TP53	178
7157	NM_001126117	TP53	178
7157	NM_001276699	TP53	178
7157	NM_001126112	TP53	178
7157	NM_001276698	TP53	178
7157	NM_001276695	TP53	178
7157	NM_001126113	TP53	178
7157	NM_001276696	TP53	178
7157	NM_001126115	TP53	178
7157	NM_001276697	TP53	178
7157	NM_001276761	TP53	178
7158	NM_001141980	TP53BP1	10658
7158	NM_005657	TP53BP1	10658
7158	NM_001141979	TP53BP1	10658
7159	NM_005426	TP53BP2	1719
7159	NM_001031685	TP53BP2	1719
7161	NM_001204184	TP73	1780
7161	NM_001204187	TP73	1780
7161	NM_001204185	TP73	1780
7161	NM_001204188	TP73	1780
7161	NM_005427	TP73	1780
7161	NM_001126241	TP73	1780
7161	NM_001204189	TP73	1780
7161	NM_001126240	TP73	1780
7161	NM_001204186	TP73	1780
7161	NM_001204190	TP73	1780
7161	NM_001204192	TP73	1780
7161	NM_001126242	TP73	1780
7161	NM_001204191	TP73	1780
7162	NM_006670	TPBG	5688
7162	NM_001166392	TPBG	5688
7163	NM_001287142	TPD52	5763
7163	NM_001025252	TPD52	5763
7163	NM_001287144	TPD52	5763
7163	NR_105035	TPD52	5763
7163	NR_105034	TPD52	5763
7163	NM_001287140	TPD52	5763
7163	NR_105037	TPD52	5763
7163	NM_001025253	TPD52	5763
7163	NM_005079	TPD52	5763
7163	NM_001287143	TPD52	5763
7163	NR_105036	TPD52	5763
7163	NR_105033	TPD52	5763
7164	NM_001003397	TPD52L1	4466
7164	NM_001300994	TPD52L1	4466
7164	NM_003287	TPD52L1	4466
7164	NM_001003395	TPD52L1	4466
7164	NM_001318903	TPD52L1	4466
7164	NM_001318907	TPD52L1	4466
7164	NM_001292026	TPD52L1	4466
7164	NM_001003396	TPD52L1	4466
7165	NM_001243892	TPD52L2	994
7165	NM_199363	TPD52L2	994
7165	NM_199359	TPD52L2	994
7165	NM_199360	TPD52L2	994
7165	NM_199361	TPD52L2	994
7165	NM_003288	TPD52L2	994
7165	NM_199362	TPD52L2	994
7165	NM_001243895	TPD52L2	994
7165	NM_001243894	TPD52L2	994
7165	NM_001243891	TPD52L2	994
7167	NM_001258026	TPI1	234
7167	NM_001159287	TPI1	234
7167	NM_000365	TPI1	234
7168	NM_000366	TPM1	348
7168	NM_001018006	TPM1	348
7168	NM_001018004	TPM1	348
7168	NM_001018005	TPM1	348
7168	NM_001018008	TPM1	348
7168	NM_001301244	TPM1	348
7168	NM_001018007	TPM1	348
7168	NM_001018020	TPM1	348
7168	NM_001301289	TPM1	348
7169	NM_213674	TPM2	347
7169	NM_003289	TPM2	347
7169	NM_001301226	TPM2	347
7169	NM_001301227	TPM2	347
7170	NM_152263	TPM3	346
7170	NM_001278188	TPM3	346
7170	NM_001278189	TPM3	346
7170	NM_001043352	TPM3	346
7170	NM_001043353	TPM3	346
7170	NM_153649	TPM3	346
7170	NM_001278190	TPM3	346
7170	NR_103460	TPM3	346
7170	NR_103461	TPM3	346
7170	NM_001278191	TPM3	346
7170	NM_001043351	TPM3	346
7171	NM_001145160	TPM4	915
7171	NM_003290	TPM4	915
7172	NM_000367	TPMT	14671
7173	NM_001206744	TPO	4343
7173	NM_175722	TPO	4343
7173	NM_000547	TPO	4343
7173	NM_175719	TPO	4343
7173	NM_175721	TPO	4343
7173	NM_001206745	TPO	4343
7174	NM_003291	TPP2	5722
7175	NM_003292	TPR	5237
7178	NM_001286273	TPT1	9330
7178	NM_001286272	TPT1	9330
7178	NM_003295	TPT1	9330
7180	NM_001142435	CRISP2	12253
7180	NM_001261822	CRISP2	12253
7180	NM_001142408	CRISP2	12253
7180	NM_003296	CRISP2	12253
7180	NM_001142407	CRISP2	12253
7180	NM_001142417	CRISP2	12253
7181	NM_003297	NR2C1	12384
7181	NM_001127362	NR2C1	12384
7181	NM_001032287	NR2C1	12384
7182	NM_003298	NR2C2	9213
7182	NM_001291694	NR2C2	9213
7184	NM_003299	HSP90B1	1156
7185	NM_001190947	TRAF1	8087
7185	NM_005658	TRAF1	8087
7185	NM_001190945	TRAF1	8087
7186	NM_021138	TRAF2	12269
7187	NM_003300	TRAF3	2078
7187	NM_145726	TRAF3	2078
7187	NM_145725	TRAF3	2078
7187	NM_001199427	TRAF3	2078
7188	NM_004619	TRAF5	12886
7188	NM_001319207	TRAF5	12886
7188	NM_001033910	TRAF5	12886
7188	NM_145759	TRAF5	12886
7189	NM_004620	TRAF6	211
7189	NM_145803	TRAF6	211
7203	NR_036565	CCT3	4923
7203	NR_036564	CCT3	4923
7203	NM_005998	CCT3	4923
7203	NM_001008800	CCT3	4923
7204	NM_007118	TRIO	5587
7205	NM_003302	TRIP6	9079
7216	NM_016157	TRO	11412
7216	NM_001039705	TRO	11412
7216	NM_177556	TRO	11412
7216	NM_177557	TRO	11412
7216	NM_001271183	TRO	11412
7216	NM_001271184	TRO	11412
7220	NM_003304	TRPC1	4446
7220	NM_001251845	TRPC1	4446
7222	NM_003305	TRPC3	5298
7222	NM_001130698	TRPC3	5298
7223	NM_001135958	TRPC4	8924
7223	NM_003306	TRPC4	8924
7223	NM_001135956	TRPC4	8924
7223	NM_001135955	TRPC4	8924
7223	NM_001135957	TRPC4	8924
7223	NM_016179	TRPC4	8924
7224	NM_012471	TRPC5	10244
7225	NM_004621	TRPC6	6578
7226	NM_001320350	TRPM2	10892
7226	NM_003307	TRPM2	10892
7226	NM_001320351	TRPM2	10892
7226	NM_001320352	TRPM2	10892
7227	NM_001282903	TRPS1	26
7227	NM_014112	TRPS1	26
7227	NM_001282902	TRPS1	26
7247	NM_001261401	TSN	6281
7247	NM_004622	TSN	6281
7248	NM_000368	TSC1	2028
7248	NM_001162427	TSC1	2028
7248	NM_001162426	TSC1	2028
7249	NM_001318829	TSC2	10023
7249	NM_001318831	TSC2	10023
7249	NM_001114382	TSC2	10023
7249	NM_001318832	TSC2	10023
7249	NM_001318827	TSC2	10023
7249	NM_001077183	TSC2	10023
7249	NM_000548	TSC2	10023
7251	NM_006292	TSG101	5354
7252	NM_001277991	TSHB	9026
7252	NM_000549	TSHB	9026
7253	NM_000369	TSHR	3626
7253	NM_001142626	TSHR	3626
7253	NM_001018036	TSHR	3626
7257	NM_005999	TSNAX	9226
7259	NM_003309	TSPYL1	1297
7260	NM_003310	EIPR1	13064
7262	NM_003311	PHLDA2	2421
7263	NM_001270483	TST	2364
7263	NM_003312	TST	2364
7264	NM_001317783	TSTA3	1328
7264	NM_003313	TSTA3	1328
7265	NM_003314	TTC1	9389
7265	NM_001282500	TTC1	9389
7266	NM_003315	DNAJC7	7544
7266	NR_029431	DNAJC7	7544
7266	NM_001144766	DNAJC7	7544
7267	NM_001320703	TTC3	3504
7267	NM_001001894	TTC3	3504
7267	NM_003316	TTC3	3504
7267	NM_001320704	TTC3	3504
7268	NM_004623	TTC4	13873
7268	NM_001291333	TTC4	13873
7270	NM_001205296	TTF1	5714
7270	NR_134525	TTF1	5714
7270	NM_007344	TTF1	5714
7272	NM_001166691	TTK	626
7272	NM_003318	TTK	626
7273	NM_133437	TTN	11683
7273	NM_133379	TTN	11683
7273	NM_001256850	TTN	11683
7273	NM_003319	TTN	11683
7273	NM_001267550	TTN	11683
7273	NM_133378	TTN	11683
7273	NM_133432	TTN	11683
7274	NM_000370	TTPA	7271
7275	NM_177972	TUB	6102
7275	NM_003320	TUB	6102
7276	NM_000371	TTR	13506
7280	NM_001310315	TUBB2A	10732
7280	NM_001069	TUBB2A	10732
7283	NM_001070	TUBG1	9726
7284	NM_003321	TUFM	10416
7286	NM_001126337	TUFT1	10154
7286	NM_020127	TUFT1	10154
7286	NM_001301317	TUFT1	10154
7287	NM_001289395	TULP1	12883
7287	NM_003322	TULP1	12883
7288	NM_003323	TULP2	8936
7289	NM_001160408	TULP3	3603
7289	NM_003324	TULP3	3603
7290	NM_003325	HIRA	9864
7291	NM_000474	TWIST1	2053
7292	NM_001297562	TNFSF4	13773
7292	NM_003326	TNFSF4	13773
7294	NM_003328	TXK	8754
7295	NM_003329	TXN	9619
7295	NM_001244938	TXN	9619
7296	NM_182729	TXNRD1	489
7296	NM_182742	TXNRD1	489
7296	NM_001261446	TXNRD1	489
7296	NM_001093771	TXNRD1	489
7296	NM_182743	TXNRD1	489
7296	NM_003330	TXNRD1	489
7296	NM_001261445	TXNRD1	489
7297	NM_003331	TYK2	6687
7298	NM_001071	TYMS	565
7299	NM_000372	TYR	14576
7301	NM_006293	TYRO3	13349
7306	NM_000550	TYRP1	12594
7307	NM_006758	U2AF1	12747
7307	NM_001025204	U2AF1	12747
7307	NM_001025203	U2AF1	12747
7311	NM_001321020	UBA52	9701
7311	NM_001321021	UBA52	9701
7311	NM_001321019	UBA52	9701
7311	NM_003333	UBA52	9701
7311	NM_001033930	UBA52	9701
7311	NM_001321018	UBA52	9701
7311	NM_001321017	UBA52	9701
7311	NM_001321022	UBA52	9701
7314	NM_018955	UBB	8812
7314	NM_001281717	UBB	8812
7314	NM_001281718	UBB	8812
7314	NM_001281716	UBB	8812
7314	NM_001281719	UBB	8812
7314	NM_001281720	UBB	8812
7316	NM_021009	UBC	9182
7317	NM_153280	UBA1	9589
7317	NM_003334	UBA1	9589
7318	NM_003335	UBA7	14514
7319	NM_003336	UBE2A	9742
7319	NM_001282161	UBE2A	9742
7319	NM_181762	UBE2A	9742
7320	NM_003337	UBE2B	8037
7321	NM_001204880	UBE2D1	6124
7321	NM_003338	UBE2D1	6124
7322	NM_003339	UBE2D2	5514
7322	NM_181838	UBE2D2	5514
7323	NM_181887	UBE2D3	5544
7323	NM_181888	UBE2D3	5544
7323	NM_181893	UBE2D3	5544
7323	NM_181889	UBE2D3	5544
7323	NM_003340	UBE2D3	5544
7323	NM_181886	UBE2D3	5544
7323	NM_181890	UBE2D3	5544
7323	NM_001300795	UBE2D3	5544
7323	NM_181891	UBE2D3	5544
7323	NM_181892	UBE2D3	5544
7324	NM_182666	UBE2E1	8588
7324	NM_001202476	UBE2E1	8588
7324	NM_003341	UBE2E1	8588
7325	NM_152653	UBE2E2	11224
7326	NM_003342	UBE2G1	9302
7327	NM_003343	UBE2G2	10530
7327	NM_001202489	UBE2G2	10530
7327	NM_182688	UBE2G2	10530
7328	NM_003344	UBE2H	2631
7328	NM_001202498	UBE2H	2631
7328	NM_182697	UBE2H	2631
7329	NM_003345	UBE2I	1058
7329	NM_194259	UBE2I	1058
7329	NM_194261	UBE2I	1058
7329	NM_194260	UBE2I	1058
7332	NM_003347	UBE2L3	6810
7332	NM_001256355	UBE2L3	6810
7332	NM_001256356	UBE2L3	6810
7334	NM_003348	UBE2N	6132
7335	NM_021988	UBE2V1	416
7335	NM_001282578	UBE2V1	416
7335	NM_022442	UBE2V1	416
7335	NM_001282579	UBE2V1	416
7335	NM_001257397	UBE2V1	416
7335	NM_199144	UBE2V1	416
7335	NR_047554	UBE2V1	416
7335	NM_001282577	UBE2V1	416
7335	NM_001282580	UBE2V1	416
7335	NM_001282576	UBE2V1	416
7335	NM_001257396	UBE2V1	416
